slctn_nmbr,client_id,npo_account_id,npo_accnts_nmbr,pmnts_type,year,quarter,gender,age,clnt_cprtn_time_d,actv_prd_d,lst_pmnt_rcnc_d,balance,oprtn_sum_per_qrtr,oprtn_sum_per_year,frst_pmnt_date,lst_pmnt_date_per_qrtr,frst_pmnt,lst_pmnt,pmnts_sum,pmnts_nmbr,pmnts_sum_per_qrtr,pmnts_sum_per_year,pmnts_nmbr_per_qrtr,pmnts_nmbr_per_year,incm_sum,incm_per_qrtr,incm_per_year,mgd_accum_period,mgd_payment_period,phone_number,email,lk,assignee_npo,assignee_ops,postal_code,region,citizen,fact_addrss,appl_mrkr,evry_qrtr_pmnt,churn
3,0xBA63213EA30CE0CA4994AE387BDB3F0E,0xA8922C768A4FB38311E9982BAB1302A0,1,2,2010,2010Q4,1,25,348,276,30,10233.76,3200.35,10233.76,2010-03-05,2010-12-06,857.45,959.22,10004.37,10,2970.96,10004.37,3,10,229.38,229.38,229.38,0.0,0.0,0,0,-1,-1,-1,628611.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,1,1,0,0,0
1,0x343CD7D0C0AD994DB2E448D6338C94F8,0xC81CA21EBD126E4B8BF9CD940100F353,1,2,2019,2019Q4,1,50,6236,211,6015,147.91,8.37,8.37,2002-12-15,,7.31,7.31,43.9,6,-0.0,-0.0,0,0,104.0,8.37,8.37,6.0,6.0,0,0,-1,-1,-1,450097.0,БАШКОРТОСТАН РЕСП,-1,-1,0,0,0
1,0xF6BA82F6E5FC2C4C8E5E24AA3FA7171F,0x314D325B6314BA4DB6E20C9DAC0CB683,1,2,2017,2017Q4,1,78,8741,0,8741,782.08,36.08,36.08,1994-01-25,,20.32,0.09,20.32,1,-0.0,-0.0,0,0,761.75,36.08,36.08,1.8,1.8,0,0,-1,-1,-1,117192.0,МОСКВА Г,-1,-1,0,0,0
1,0xA7477252FECDB84F8158C351960E830D,0x838094959C2C9D419C204026F7B8DA75,1,2,2016,2016Q4,-1,48,7166,0,7166,344.36,27.42,27.42,1997-05-19,,34.14,0.03,34.14,1,-0.0,-0.0,0,0,310.21,27.42,27.42,7.5,7.5,0,0,-1,-1,-1,679017.0,ЕВРЕЙСКАЯ АОБЛ,1,-1,0,0,0
0,0xD255D68E0F6D8942A9D977D00284A4B5,0xEE6754E341A01440A77E2F19C056EC47,2,1,2011,2011Q1,1,52,631,607,33,19481.15,3385.61,13633.54,2009-07-09,2011-03-08,960.77,2188.23,19341.38,21,3385.61,12659.36,3,12,139.76,-0.0,974.17,0.0,0.0,-1,0,-1,-1,-1,398037.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0x088E58C45D0A764C9A5AF1AED01DDC74,0x8C9915072A05DF4282AC428C72D29BFB,1,2,2011,2011Q1,-1,38,2396,2258,33,29783.66,1485.35,8733.4,2004-12-31,2011-03-08,856.21,834.35,26892.18,71,1485.35,7371.21,3,12,2891.47,-0.0,1362.18,0.0,0.0,-1,0,-1,-1,-1,398035.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x1A18665A143A9D47A00860D2AA072EF0,0x90CE733DF13DF84C80E69572A08B79B1,2,3,2020,2020Q3,1,56,1643,1557,35,163713.78,9555.32,38196.94,2016-06-09,2020-09-13,4617.3,3246.89,148012.94,54,9555.31,31985.77,4,12,15700.84,-0.0,6211.17,0.0,0.0,-1,0,1,-1,-1,450511.0,УФИМСКИЙ Р-Н,-1,1,0,1,0
0,0x682A41665BEF4444AD22D3545B4E12F6,0x1180832F4F386448B8B1257943985B5E,1,2,2006,2006Q4,-1,46,2763,710,29,10293.95,1648.5,4064.95,2004-12-31,2006-12-11,2629.75,396.15,8219.64,25,857.25,3273.7,3,12,2074.3,791.25,791.25,0.0,0.0,-1,0,-1,-1,-1,398004.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0x352D0455E31C8D4A81E82E43A2B4E4CE,0xA59530E6947D3E41BE902C884B37155B,2,3,2019,2019Q4,-1,63,1540,1523,30,270079.67,24469.36,73172.22,2015-10-14,2019-12-15,5524.87,4450.47,234247.94,54,10363.48,59066.35,3,13,35831.72,14105.87,14105.87,0.0,0.0,-1,0,-1,-1,-1,628303.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,1,1,0,1,0
0,0x446F374B74642B40A276A673510ABB5E,0x5A48031614C6BA4CBB1865A314F08807,1,1,2007,2007Q2,-1,40,82,58,0,7448.4,7448.4,31855.6,2007-04-10,2007-06-07,2289.1,8740.21,7448.39,3,7448.39,31442.56,3,10,-0.0,-0.0,413.04,0.0,0.0,-1,0,1,-1,-1,628311.0,ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АО,1,1,0,1,0
2,0x00F3C0A8D9363C4CACFDC4712DFBB131,0x08287B908692D7448BADAEDC5B9714B8,1,1,2017,2017Q4,-1,56,5235,1479,2904,22288.23,857.24,857.24,2005-12-31,,4170.73,154.47,11739.83,50,-0.0,-0.0,0,0,9377.73,857.23,857.23,4.0,4.0,-1,-1,-1,-1,-1,606520.0,НИЖЕГОРОДСКАЯ ОБЛ,1,-1,0,0,0
0,0xD2981055A1F390469413C8E8D4C9AF6D,0x8040220C63196440A46DADC27D33EAF8,2,1,2012,2012Q3,1,26,2212,2191,31,22505.89,1374.68,6169.5,2006-09-10,2012-09-09,261.27,910.83,21002.91,72,1374.68,4789.59,3,11,1502.98,-0.0,1379.91,0.0,0.0,-1,0,1,-1,-1,399675.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0xA73A21D35795FF44876EC99116E8013D,0x62003354FE9FEE47BCDB6803958B7FE3,2,3,2020,2020Q4,-1,47,1876,1854,28,667195.43,48224.19,137024.47,2015-11-12,2020-12-09,6608.94,8038.35,575888.11,67,24822.87,113623.15,3,12,91307.29,23401.31,23401.31,0.0,0.0,-1,0,1,-1,-1,119618.0,МОСКВА Г,1,1,0,1,0
0,0xD630F2C9AEDE7B48B2E8323E8B555C12,0x42225809C53DEB418E80F892AEA403A7,1,2,2006,2006Q4,1,29,2728,710,29,17228.85,1929.52,4592.32,2004-12-31,2006-12-11,6800.35,532.13,11763.2,25,472.83,3135.63,3,12,5465.64,1456.68,1456.68,0.0,0.0,-1,0,-1,-1,-1,398026.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
0,0x1F1B9B65362CB544BA709AAB9FB76DD1,0xA58DDA9C20DB4C49BA8AE82CAD53DD4A,1,1,2017,2017Q4,1,58,235,153,28,3452.43,1582.64,3452.43,2017-07-13,2017-12-13,881.3,896.07,3405.5,6,1535.71,3405.5,3,6,46.92,46.92,46.92,0.0,0.0,-1,0,-1,-1,-1,452684.0,,1,1,0,1,0
2,0x9C6D57AC5A794D49A01830D1E86F5CC6,0x3529302CDA9B624A8D909C55050E5D65,1,1,2009,2009Q1,1,60,2392,1170,31,13704.54,365.85,2023.79,2005-12-31,2009-03-15,4756.09,121.95,9512.19,40,365.85,1463.41,3,12,2235.18,-0.0,560.37,4.0,4.0,-1,-1,-1,-1,-1,162601.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
3,0x94EC72D36E06ACF5405AB196ED289BD7,0xA8922C768A4FB38311E9982EC74E9294,1,2,2014,2014Q4,1,63,1100,301,783,12586.77,1226.33,1226.33,2012-01-12,,949.82,1119.79,10719.35,11,-0.0,-0.0,0,0,1867.42,1226.33,1226.33,0.0,0.0,0,0,-1,-1,-1,461041.0,ОРЕНБУРГСКАЯ ОБЛ,1,1,0,0,0
0,0xE754A80035C31F4A9467D8A28B33BF3C,0xD9C12C339101D641928CA604512D1882,1,2,2011,2011Q4,1,60,4588,0,2557,5261.7,216.48,216.48,2004-12-31,,2086.48,2086.48,2086.48,1,-0.0,-0.0,0,0,3175.21,216.48,216.48,0.0,0.0,-1,0,-1,-1,-1,398002.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x4FE3524BB1866747B6C8AD4908D3FC00,0x19775D464A972647B094B2CBE7C39BBF,2,3,2019,2019Q3,-1,59,1604,1583,30,91383.69,6141.67,26220.84,2015-05-11,2019-09-10,1002.83,1783.35,81877.32,56,6141.66,20890.21,3,13,9506.36,-0.0,5330.62,0.0,0.0,-1,0,-1,-1,-1,443004.0,САМАРСКАЯ ОБЛ,1,1,0,1,0
0,0x48E0508EC9BFC844ACD7A08F1A3185C2,0x85B79D988ACCAA4088BE0EA16DB5F86B,1,1,2013,2013Q1,-1,59,48,31,0,4135.36,4135.36,15094.28,2013-02-11,2013-03-14,1710.97,1378.86,4135.35,3,4135.35,14567.37,3,12,-0.0,-0.0,526.9,0.0,0.0,-1,0,-1,-1,-1,390035.0,РЯЗАНСКАЯ ОБЛ,1,1,0,1,0
0,0xA4C4ED08241BBE4B91CCF75290552F36,0xD1F119A289831C44A6E9148F2017240F,1,2,2008,2008Q1,1,46,3196,1165,34,28678.0,425.98,4899.08,2004-12-31,2008-03-10,9692.13,731.97,21079.88,39,425.97,3640.43,2,10,7598.11,-0.0,1258.65,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0x0946AA93EC42464B885E0FB4C89F0E0E,0xF73EE5026C64174C858EB780BFAA19EB,1,2,2005,2005Q4,1,28,1152,0,0,5276.52,-0.0,-0.0,2005-12-31,2005-12-31,3212.35,3212.35,3212.35,1,3212.35,3212.35,1,1,-0.0,-0.0,-0.0,4.0,4.0,-1,-1,-1,-1,-1,302010.0,ОРЛОВСКАЯ ОБЛ,1,-1,0,0,0
0,0xA635D01777FFE9F411EE89198C301878,0xA635D01777FFE9F411EE9D73DADDC2ED,1,3,2022,2022Q4,1,51,20,0,0,2348.3,2348.3,2348.3,2022-12-11,2022-12-11,2348.3,2348.3,2348.3,1,2348.3,2348.3,1,1,-0.0,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,450068.0,БАШКОРТОСТАН РЕСП,1,-1,0,1,0
0,0x5741DF9E964D9241A549FC361308A318,0xB64C8BC9CD6BE94E828042737B9B8FF2,2,1,2015,2015Q3,1,46,5936,3905,30,153459.25,3884.42,28851.97,2004-12-31,2015-09-10,16026.66,1630.79,111698.15,120,3884.42,14806.98,3,12,41761.09,-0.0,14044.98,0.0,0.0,-1,0,-1,-1,-1,398050.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x97C042D1B02B81459694E4B2E8E67C29,0xC1B8E2FCEF7DCF4F9A50757F125449CD,2,1,2017,2017Q3,1,51,738,722,28,50838.83,7059.35,26843.77,2015-09-23,2017-09-14,384.55,4067.48,49269.1,25,7059.35,24647.15,3,12,1569.72,-0.0,2196.61,0.0,0.0,-1,0,1,-1,-1,629830.0,ЯМАЛО-НЕНЕЦКИЙ АО,1,1,0,1,0
2,0x03EC1595A4806A4480A46F40EBDF187B,0x75FAA7BF8F68174C8381460CD63BC1E1,1,1,2014,2014Q4,-1,47,4805,3202,30,41940.34,1747.02,3210.44,2005-12-31,2014-10-07,7804.87,162.6,25040.65,107,162.6,1626.01,1,10,12904.26,1584.42,1584.42,4.0,4.0,1,-1,-1,-1,-1,162612.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0xBAB91E8603520547BF2933DDCEA32BB1,0x405F1C0F82A28C44ABEFF590B478671C,1,3,2017,2017Q1,-1,48,309,217,33,11721.51,4698.41,24099.75,2016-08-14,2017-03-19,995.11,1658.18,11614.34,8,4698.4,23184.3,3,13,107.17,-0.0,915.44,0.0,0.0,-1,0,-1,-1,-1,665833.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
1,0x6C29FFD9185A3742A6316A949D3BEB38,0x727A8849479D9840B6B93CD2AEBE7A44,2,2,2018,2018Q4,-1,27,2465,491,1964,2105.29,182.76,182.76,2012-04-11,,78.86,78.86,1340.65,17,-0.0,-0.0,0,0,764.64,182.76,182.76,0.0,0.0,0,0,-1,-1,-1,623104.0,СВЕРДЛОВСКАЯ ОБЛ,1,-1,0,0,0
0,0x7B322507DB3B87418B7720D910CE5853,0xE5B2E7CD4C8AF54EBBC7D1AE75421E76,1,1,2010,2010Q4,1,36,1075,1052,32,56266.15,5103.08,20868.8,2008-01-21,2010-12-08,1979.99,1189.87,54080.75,30,5103.08,20868.79,3,10,2185.39,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,396659.0,ВОРОНЕЖСКАЯ ОБЛ,1,1,0,1,1
0,0x13658AA9A8119B4FB48FF54D9451E57F,0xE12EDB520754FB4F8C5931D90FB8046F,1,2,2020,2020Q4,1,37,6322,282,5562,8206.54,315.63,315.63,2004-12-31,,2359.03,31.3,3816.88,11,-0.0,-0.0,0,0,4389.65,315.63,315.63,0.0,0.0,-1,0,-1,-1,-1,398029.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0xF559981D36C2AC48B9F6764BF6D4C235,0x219DB29A46DD554AB27C6424ADA26471,1,2,2020,2020Q4,1,53,7854,0,5844,441.8,16.99,16.99,2004-12-31,,108.8,108.8,108.8,1,-0.0,-0.0,0,0,333.0,16.99,16.99,0.0,0.0,-1,0,-1,-1,-1,,ЛИПЕЦКАЯ ОБЛ,-1,1,0,0,0
0,0x0A794F37658CC543939511753FDC1F20,0xC1722E55B8EB4443AC1159E590F75B2E,1,2,2008,2008Q4,-1,34,1000,455,545,7545.66,685.76,685.76,2006-04-06,,813.0,406.5,6504.06,15,-0.0,-0.0,0,0,1041.59,685.76,685.76,0.0,0.0,-1,0,-1,-1,-1,354200.0,КРАСНОДАРСКИЙ КРАЙ,1,1,0,0,0
2,0x044322E968FA7248ADF36A99F5F8AC8D,0xAFA3CD279B743D48958E05B6719A31C5,1,2,2018,2018Q4,-1,51,5191,0,4748,1765.45,67.9,67.9,2005-12-31,,685.93,685.93,685.93,1,-0.0,-0.0,0,0,877.87,67.9,67.9,4.0,4.0,-1,-1,-1,-1,-1,162612.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
1,0xA3EFCF0BDDBDA647B644C2FB6D46A962,0x44B4382066D506439CFD47BAF448C5D2,1,2,2010,2010Q1,-1,46,287,274,22,185813.9,54960.24,203537.47,2009-06-17,2010-03-18,16585.36,56.32,174918.7,40,50000.0,191666.66,12,46,2521.21,2521.21,2521.21,0.0,0.0,0,0,1,-1,-1,620014.0,СВЕРДЛОВСКАЯ ОБЛ,1,-1,0,0,0
1,0xCE2853C0969523439C2BDC36A2FD2667,0x821BD49CC7276F4D9BC7CF31B5D24B0C,1,2,2001,2001Q4,-1,66,2829,0,2829,584.84,18.59,84.03,1994-04-03,,81.3,0.35,81.3,1,-0.0,-0.0,0,0,503.53,18.58,84.03,1.8,1.8,0,0,-1,-1,-1,195009.0,САНКТ-ПЕТЕРБУРГ Г,-1,-1,0,0,0
1,0x03C208EBF2CD2942A363DAB078851F29,0x11A0429AA8B67C47A7581B0A9514345C,2,2,2013,2013Q1,-1,47,809,792,33,25695.19,3205.73,-22489.46,2011-01-12,2013-03-14,394.3,1068.57,24368.29,28,3205.73,4274.3,3,4,1326.9,-0.0,-0.0,0.0,0.0,0,0,-1,-1,-1,454078.0,ЧЕЛЯБИНСКАЯ ОБЛ,1,-1,0,1,1
0,0x57F269F7E9FBB848BCD35AA216BC1631,0x231E4BE6F61C9143A8DCD736DE7F059E,1,2,2009,2009Q4,-1,52,3836,0,1826,390.13,24.8,24.8,2004-12-31,,140.36,140.36,140.36,1,-0.0,-0.0,0,0,249.76,24.8,24.8,0.0,0.0,-1,0,-1,-1,-1,398035.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0xF02A16CC8ED46D40ACBA3A7DDAD609C1,0xBC551888321FB2498D0760007273B4B0,2,1,2013,2013Q1,-1,50,809,785,39,35461.42,3600.47,20614.97,2011-01-12,2013-03-07,2232.74,1184.62,33324.87,27,3600.47,17814.44,3,12,2136.55,-0.0,2800.52,0.0,0.0,-1,0,-1,-1,-1,665825.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
0,0x9E23E42CA1099D45846A032B0CB6F1FB,0x241D667FC6C56042AA110589EA2F7987,1,3,2016,2016Q4,-1,42,88,0,0,3533.95,3533.95,3533.95,2016-12-12,2016-12-12,3519.09,5903.78,3519.09,1,3519.09,3519.09,1,1,14.85,14.85,14.85,0.0,0.0,-1,0,1,-1,-1,620135.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,1,0
0,0xA63F4D9E3195C246A49FE572318ECE45,0xF64ADE9E9178D448B7C085BE986DFC4A,1,2,2009,2009Q4,1,56,3836,0,1826,4859.06,308.92,308.92,2004-12-31,,2222.2,2222.2,2222.2,1,-0.0,-0.0,0,0,2636.85,308.91,308.91,0.0,0.0,-1,0,-1,-1,-1,398036.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
2,0x88BA8201F7A9B64EAA74175DAF7F5F06,0x1BF9F7EDE23E4540B784B3D3C0C3392D,1,2,2020,2020Q4,-1,47,5807,0,5479,7107.97,273.38,273.38,2005-12-31,,2743.78,2743.78,2743.78,1,-0.0,-0.0,0,0,3803.99,273.38,273.38,4.0,4.0,-1,-1,-1,-1,-1,162609.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0x36076AED75A7BE4488952CD1FDCAD4E9,0xE7EE453F97C576479605993AEEF8558E,2,2,2005,2005Q1,1,55,2100,68,10,9490.07,442.9,-6358.51,2004-12-31,2005-03-09,6743.66,169.57,7186.57,4,442.9,1484.48,3,10,2303.49,-0.0,385.15,0.0,0.0,-1,0,-1,-1,-1,,,-1,-1,0,1,0
0,0xE25AE2F038B87E46902E156D745C0B0C,0x796C3A2E1A2A3847ACB9938053656629,1,3,2009,2009Q4,-1,73,1779,28,1751,1440.11,99.23,-102.96,2005-02-16,,1033.33,861.78,1895.12,2,-0.0,-0.0,0,0,741.34,168.03,168.03,0.0,0.0,-1,0,-1,-1,-1,644023.0,ОМСКАЯ ОБЛ,1,1,0,0,0
2,0x5B2799F3CBC0C640A49FD2CC6D998D00,0x5F147C1266AD714D9DC82D5BA78BBF09,2,1,2010,2010Q1,-1,42,1193,1173,36,23367.76,1707.32,8060.43,2006-12-24,2010-03-11,414.63,569.1,22609.75,40,1707.31,6991.87,3,13,758.0,-0.0,1068.56,0.1,0.1,-1,-1,-1,-1,-1,162612.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,1,0
0,0xD47CC379D2C8B645B42E5E21E4C7C2F1,0xA9A24702EBC4B242A466605B21ED704B,1,1,2010,2010Q2,1,44,934,913,30,39876.96,2778.3,14926.3,2007-12-09,2010-06-09,1146.57,3130.43,37652.31,31,2778.3,13318.89,3,12,2224.64,-0.0,1607.4,0.0,0.0,-1,0,1,-1,-1,426004.0,УДМУРТСКАЯ РЕСП,1,1,0,1,0
2,0xB34D6B4BEA1E6F4290C7EAC15496311F,0xED76D8720823AD43BB1EBA953E492127,1,3,2011,2011Q4,-1,48,111,91,30,1636.36,985.95,1636.36,2011-09-12,2011-12-12,650.4,325.2,1626.01,4,975.61,1626.01,3,4,10.34,10.34,10.34,0.1,0.1,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
0,0xE60020928AB72545A11A15A8A331E907,0x80831A0E288A5244AC33F41DD0766B92,2,1,2020,2020Q1,-1,48,3828,3753,49,62518.5,813.01,7498.72,2009-12-02,2020-03-12,406.5,406.5,46695.12,108,813.0,4878.04,2,10,15823.37,-0.0,2620.66,4.0,4.0,-1,0,-1,-1,-1,624970.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,0,0
0,0xF47F0630D03F224F87460B93BF9F4333,0x15432AF8A70C35479109F386444CC671,2,1,2015,2015Q2,1,54,2814,2793,29,905136.59,37270.11,180044.46,2007-10-17,2015-06-10,4057.89,12594.71,759049.64,85,37270.11,108051.13,3,12,146086.96,-0.0,71993.33,0.0,0.0,-1,0,1,-1,-1,,КРАСНОЯРСКИЙ КРАЙ,1,1,0,1,0
0,0x6429D9FD1F0BEC458205F125F8B31F34,0x30494A4400CB1A458957BF76A5E23779,2,1,2018,2018Q3,-1,43,6381,4997,32,168857.69,3866.98,17546.95,2004-12-31,2018-09-06,6826.58,2218.71,132380.45,166,3866.97,17546.95,3,12,36477.23,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,398046.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
2,0xA985461BF3E1C44AAA72663588F49B51,0x09002D07265F4B46A667A2DBB2BF45FE,1,2,2017,2017Q4,1,34,4641,164,4219,3768.97,144.96,144.96,2005-12-31,,983.74,162.6,1959.35,7,-0.0,-0.0,0,0,1758.82,144.96,144.96,4.0,4.0,-1,-1,-1,-1,-1,162600.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,0,0
0,0x314B969250924341B96ACB1EF3362894,0xD1AAEF85D91D364390300C0D162A982A,1,1,2022,2022Q2,1,60,2237,2161,31,253161.51,11794.63,47510.85,2016-07-13,2022-06-13,2732.96,3906.35,220662.85,78,11794.62,47510.84,3,13,32498.66,-0.0,-0.0,0.0,0.0,-1,0,1,-1,-1,628600.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,1,1,0,1,0
0,0x7B2AEE5280EA0A4E93D4F0AEFB1CBA03,0xB44B5624BBA29B4B9A120DFC78B6A312,1,1,2022,2022Q1,1,49,1983,1916,30,152915.64,7072.71,30621.76,2016-12-13,2022-03-13,1007.34,2500.26,134020.12,71,7072.7,30621.76,3,13,18895.52,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,452320.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
0,0xFFE9F1E54EA75D4E90206BF102328346,0x2F1AEE4C668CB341ADC94DDDF67737EE,1,2,2004,2004Q4,1,44,2010,0,0,92.02,92.02,92.02,2004-12-31,2004-12-31,46.78,46.78,46.78,1,46.78,46.78,1,1,45.23,45.23,45.23,0.0,0.0,-1,0,-1,-1,-1,398050.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,0,0
0,0x00AE60F4A8D29446A57DB3DD3BF08F8C,0xF021483B579AAF4B9EB05C8D8BE6C225,2,1,2020,2020Q3,-1,38,597,550,10,22441.12,2744.83,14398.89,2019-03-14,2020-09-14,1115.14,1694.78,22117.48,21,2744.83,13626.05,3,13,323.63,-0.0,772.83,0.0,0.0,-1,0,1,-1,-1,681029.0,ХАБАРОВСКИЙ КРАЙ,1,1,0,1,0
1,0x2D2171E2E0C181488675E44B12C54B9A,0xC43B6DA4ACB4EE418FDDD78CF7EC8E56,1,2,2002,2002Q4,-1,36,3088,0,3088,140.41,3.89,16.33,1994-07-18,,20.32,0.07,20.32,1,-0.0,-0.0,0,0,120.09,3.89,16.32,1.8,1.8,0,0,-1,-1,-1,195279.0,САНКТ-ПЕТЕРБУРГ Г,-1,-1,0,0,0
0,0x47677F054E943340820C452E18D8354A,0xD094A4B5A8164E419A28E4F39AE8E0FF,1,3,2020,2020Q1,1,53,1461,1410,43,117479.4,2900.19,21647.98,2016-05-05,2020-03-15,3445.62,1553.74,101073.9,48,2900.18,16754.54,2,12,16405.47,-0.0,4893.43,0.0,0.0,-1,0,1,-1,-1,450105.0,БАШКОРТОСТАН РЕСП,1,1,0,1,0
0,0xCA0437EC103C9D499EAF009DD6AE9FB2,0xAC33B6ABCD08E644AA04B9F574761B18,1,2,2010,2010Q1,1,32,1119,1098,34,16242.56,1458.76,5794.41,2007-03-08,2010-03-10,220.04,709.75,15210.76,37,1458.75,5693.75,3,12,1031.79,-0.0,100.65,0.0,0.0,-1,0,-1,-1,-1,398005.0,ЛИПЕЦКАЯ ОБЛ,1,1,0,1,0
3,0xBFD40ABD8BF81F1A4BFBB57F4DC1C76A,0xA8922C768A4FB38311E998293B0B84C3,1,2,2012,2012Q1,1,53,356,278,36,30822.75,6213.67,8587.64,2011-05-06,2012-02-08,3106.83,3106.83,30121.04,10,6213.66,6213.66,2,2,701.71,-0.0,2373.97,0.0,0.0,0,0,-1,-1,-1,628609.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,1,1,0,0,0
2,0x6FBBB47A181920448B44D7DF31802F2E,0x1150B3F8D9C6B4448EE0C8A4C199D994,1,3,2022,2022Q2,1,48,4306,4283,31,128708.82,2439.02,9756.1,2010-09-15,2022-06-07,813.0,813.0,115447.15,142,2439.02,9756.09,3,12,13261.66,-0.0,-0.0,0.1,0.1,-1,-1,-1,-1,-1,162612.0,ВОЛОГОДСКАЯ ОБЛ,1,-1,0,1,0
0,0x26E952CD069073449754082A43F41BF2,0x14AD4D55F8045D4C967C7FDA655EB347,1,2,2010,2010Q3,1,54,259,243,34,12370.73,4412.2,17599.39,2010-01-14,2010-09-14,1130.08,824.39,12370.73,9,4412.19,17263.41,3,12,-0.0,-0.0,335.97,0.0,0.0,-1,0,1,-1,-1,629830.0,ЯМАЛО-НЕНЕЦКИЙ АО,1,1,0,1,0
0,0xC53DCC375C266040B31CABEA5FDA2BE3,0x65B3A3778B284248862A3C0E3F7EAFFC,2,1,2010,2010Q4,1,48,1097,1072,30,69529.18,7710.61,25637.63,2007-12-30,2010-12-06,4698.79,4226.56,64531.87,36,5418.88,23345.9,3,12,4997.31,2291.72,2291.72,0.0,0.0,-1,0,-1,-1,-1,628331.0,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,-1,1,0,1,0
0,0x8FC57FC8D1C7B247A851B08EDE3EEAA0,0x0DEEEDCAE54A7A4CACAB3DD667FD70CE,1,1,2014,2014Q3,1,45,203,182,29,13976.42,6691.87,21195.48,2014-03-11,2014-09-09,1665.04,4009.4,13976.42,7,6691.87,20634.14,3,10,-0.0,-0.0,561.33,0.0,0.0,-1,0,1,-1,-1,665816.0,ИРКУТСКАЯ ОБЛ,1,1,0,1,0
1,0xBDBDCB2E11567D45ADB5A429CE8F4E96,0x634121570EC16F4ABAE269224458C19E,1,2,2001,2001Q2,-1,46,2648,0,2648,548.72,22.11,84.44,1994-03-31,,81.3,0.35,81.3,1,-0.0,-0.0,0,0,467.42,22.1,84.43,1.8,1.8,0,0,-1,-1,-1,191025.0,САНКТ-ПЕТЕРБУРГ Г,-1,-1,0,0,0
0,0xD9C0B98EAC90434C809BF7FCCAE6D0B1,0x522F0039600CEE44B5FB0C47E3436AE0,1,2,2007,2007Q4,1,29,721,667,30,4628.6,435.6,2084.28,2006-01-10,2007-11-08,150.62,91.0,4506.03,23,435.6,2084.27,2,11,122.57,-0.0,-0.0,0.0,0.0,-1,0,-1,-1,-1,,,-1,-1,0,1,1
2,0xABBFA0BD02E3A9458B3EE7132D921295,0xC82D72E989C70F4F8CEEB4AA509CA81C,1,2,2010,2010Q4,-1,38,3390,592,1234,18952.06,782.73,782.73,2005-12-31,,7479.67,162.6,9756.09,15,-0.0,-0.0,0,0,5031.08,782.73,782.73,4.0,4.0,-1,-1,-1,-1,-1,162626.0,ВОЛОГОДСКАЯ ОБЛ,1,1,0,0,0
0,0x5EFE20457991BC4C9873C2DAA5A2E67B,0xC33379EC1C9AC44F847EE4BE25ABF87A,1,1,2006,2006Q1,-1,54,740,702,38,2193.24,162.6,1251.67,2004-03-30,2006-03-02,40.65,81.3,1951.22,25,162.6,975.61,2,12,242.01,-0.0,276.05,4.0,4.0,-1,0,-1,-1,-1,620075.0,СВЕРДЛОВСКАЯ ОБЛ,1,1,0,1,0
